#DataThief /Users/shugo/Downloads/HPlimit.png
# DAMIC  eV, chi
8.2572, 1.3106e-13
8.2634, 1.3106e-13
8.2695, 1.3064e-13
8.2757, 1.3023e-13
8.2819, 1.2981e-13
8.2881, 1.294e-13
8.2942, 1.2899e-13
8.3004, 1.2899e-13
8.3066, 1.2858e-13
8.3128, 1.2817e-13
8.319, 1.2776e-13
8.3252, 1.2736e-13
8.3315, 1.2736e-13
8.3377, 1.2695e-13
8.3439, 1.2655e-13
8.3501, 1.2615e-13
8.3564, 1.2615e-13
8.3564, 1.2575e-13
8.3626, 1.2535e-13
8.3688, 1.2535e-13
8.3751, 1.2495e-13
8.3751, 1.2455e-13
8.3813, 1.2456e-13
8.3876, 1.2416e-13
8.3939, 1.2376e-13
8.4001, 1.2337e-13
8.4064, 1.2298e-13
8.4064, 1.2259e-13
8.4127, 1.2259e-13
8.4189, 1.222e-13
8.4252, 1.222e-13
8.4252, 1.2181e-13
8.4315, 1.2181e-13
8.4378, 1.2143e-13
8.4441, 1.2143e-13
8.4504, 1.2143e-13
8.4567, 1.2104e-13
8.463, 1.2066e-13
8.4694, 1.2027e-13
8.4757, 1.2028e-13
8.482, 1.1989e-13
8.4883, 1.1951e-13
8.4947, 1.1913e-13
8.501, 1.1913e-13
8.5074, 1.1876e-13
8.5137, 1.1838e-13
8.5201, 1.18e-13
8.5264, 1.1763e-13
8.5328, 1.1725e-13
8.5392, 1.1725e-13
8.5455, 1.1688e-13
8.5518, 1.1651e-13
8.5583, 1.1614e-13
8.5647, 1.1577e-13
8.5711, 1.154e-13
8.5775, 1.1504e-13
8.5838, 1.1504e-13
8.5903, 1.1467e-13
8.5967, 1.1431e-13
8.6031, 1.1395e-13
8.6095, 1.1358e-13
8.616, 1.1358e-13
8.6223, 1.1322e-13
8.6288, 1.1286e-13
8.6353, 1.1251e-13
8.6417, 1.1251e-13
8.6417, 1.1215e-13
8.6482, 1.1179e-13
8.6545, 1.1179e-13
8.6611, 1.1144e-13
8.6611, 1.1108e-13
8.6675, 1.1108e-13
8.674, 1.1073e-13
8.6804, 1.1038e-13
8.687, 1.1003e-13
8.6935, 1.0968e-13
8.6935, 1.0933e-13
8.6999, 1.0933e-13
8.7064, 1.0898e-13
8.7128, 1.0898e-13
8.7128, 1.0864e-13
8.7194, 1.0864e-13
8.726, 1.0829e-13
8.7325, 1.0829e-13
8.7325, 1.0795e-13
8.7389, 1.0795e-13
8.7455, 1.0761e-13
8.752, 1.0761e-13
8.7586, 1.0727e-13
8.7651, 1.0693e-13
8.7715, 1.0659e-13
8.7782, 1.0659e-13
8.7782, 1.0625e-13
8.7847, 1.0625e-13
8.7913, 1.0625e-13
8.7979, 1.0591e-13
8.8044, 1.0558e-13
8.811, 1.0558e-13
8.8176, 1.0524e-13
8.8242, 1.0524e-13
8.8308, 1.0491e-13
8.8373, 1.0457e-13
8.8439, 1.0457e-13
8.8505, 1.0424e-13
8.8571, 1.0424e-13
8.8638, 1.0391e-13
8.8704, 1.0391e-13
8.877, 1.0358e-13
8.8836, 1.0358e-13
8.8902, 1.0325e-13
8.8969, 1.0326e-13
8.9035, 1.0293e-13
8.9102, 1.0293e-13
8.9167, 1.0293e-13
8.9235, 1.026e-13
8.9301, 1.026e-13
8.9367, 1.0228e-13
8.9435, 1.0228e-13
8.9502, 1.0195e-13
8.9567, 1.0195e-13
8.9635, 1.0196e-13
8.9702, 1.0163e-13
8.9769, 1.0163e-13
8.9836, 1.0131e-13
8.9903, 1.0131e-13
8.9969, 1.0099e-13
9.0037, 1.0099e-13
9.0105, 1.0067e-13
9.0172, 1.0067e-13
9.0239, 1.0035e-13
9.0307, 1.0035e-13
9.0374, 1.0003e-13
9.0441, 1.0003e-13
9.0509, 1.0003e-13
9.0577, 1.0003e-13
9.0644, 1.0003e-13
9.0712, 9.9717e-14
9.0779, 9.9718e-14
9.0779, 9.94e-14
9.0847, 9.9401e-14
9.0915, 9.9085e-14
9.0983, 9.877e-14
9.1051, 9.8771e-14
9.1118, 9.8458e-14
9.1187, 9.8458e-14
9.1255, 9.8146e-14
9.1323, 9.8146e-14
9.1391, 9.7835e-14
9.1459, 9.7835e-14
9.1528, 9.7525e-14
9.1596, 9.7526e-14
9.1663, 9.7216e-14
9.1733, 9.7217e-14
9.1801, 9.6908e-14
9.187, 9.6909e-14
9.1938, 9.6909e-14
9.2006, 9.6601e-14
9.2076, 9.6602e-14
9.2144, 9.6295e-14
9.2213, 9.6296e-14
9.2282, 9.599e-14
9.2351, 9.5991e-14
9.242, 9.5686e-14
9.2489, 9.5687e-14
9.2558, 9.5383e-14
9.2627, 9.5384e-14
9.2696, 9.5385e-14
9.2765, 9.5082e-14
9.2833, 9.5082e-14
9.2904, 9.478e-14
9.2973, 9.4781e-14
9.3043, 9.448e-14
9.3112, 9.4481e-14
9.3181, 9.4482e-14
9.3251, 9.4182e-14
9.3321, 9.4182e-14
9.339, 9.3883e-14
9.346, 9.3884e-14
9.353, 9.3586e-14
9.3599, 9.3586e-14
9.3669, 9.3587e-14
9.3739, 9.329e-14
9.3809, 9.3291e-14
9.3879, 9.2994e-14
9.3949, 9.2995e-14
9.402, 9.27e-14
9.409, 9.2701e-14
9.416, 9.2701e-14
9.423, 9.2407e-14
9.4301, 9.2408e-14
9.4371, 9.2114e-14
9.4441, 9.2115e-14
9.4512, 9.1822e-14
9.4582, 9.1823e-14
9.4653, 9.1824e-14
9.4724, 9.1532e-14
9.4794, 9.1533e-14
9.4865, 9.1242e-14
9.4936, 9.1243e-14
9.5007, 9.1244e-14
9.5078, 9.0954e-14
9.5149, 9.0954e-14
9.522, 9.0666e-14
9.5291, 9.0666e-14
9.5362, 9.0667e-14
9.5433, 9.0379e-14
9.5504, 9.038e-14
9.5575, 9.0381e-14
9.5647, 9.0093e-14
9.5718, 9.0094e-14
9.579, 8.9808e-14
9.5861, 8.9809e-14
9.5933, 8.981e-14
9.6005, 8.9524e-14
9.6076, 8.9525e-14
9.6148, 8.9241e-14
9.6219, 8.9241e-14
9.6292, 8.9242e-14
9.6362, 8.8959e-14
9.6435, 8.8959e-14
9.6507, 8.8677e-14
9.6579, 8.8677e-14
9.6651, 8.8678e-14
9.6724, 8.8397e-14
9.6796, 8.8397e-14
9.6867, 8.8116e-14
9.694, 8.8117e-14
9.7013, 8.7837e-14
9.7085, 8.7838e-14
9.7158, 8.7559e-14
9.7229, 8.756e-14
9.7303, 8.756e-14
9.7375, 8.7282e-14
9.7448, 8.7283e-14
9.7521, 8.7006e-14
9.7593, 8.7006e-14
9.7666, 8.673e-14
9.7739, 8.6731e-14
9.7812, 8.6455e-14
9.7885, 8.6456e-14
9.7957, 8.6181e-14
9.8031, 8.6182e-14
9.8105, 8.5908e-14
9.8178, 8.5635e-14
9.8251, 8.5636e-14
9.8324, 8.5364e-14
9.8397, 8.5365e-14
9.8471, 8.5094e-14
9.8545, 8.5094e-14
9.8618, 8.4824e-14
9.8692, 8.4825e-14
9.8766, 8.4555e-14
9.8839, 8.4287e-14
9.8913, 8.4287e-14
9.8987, 8.402e-14
9.9061, 8.402e-14
9.9135, 8.3754e-14
9.9209, 8.3754e-14
9.9283, 8.3488e-14
9.9357, 8.3223e-14
9.9431, 8.3224e-14
9.9505, 8.2959e-14
9.958, 8.296e-14
9.9654, 8.2696e-14
9.9727, 8.2697e-14
9.9803, 8.2434e-14
9.9877, 8.2173e-14
9.9952, 8.2173e-14
10.0026, 8.1912e-14
10.0101, 8.1913e-14
10.0176, 8.1653e-14
10.0251, 8.1653e-14
10.0325, 8.1394e-14
10.04, 8.1135e-14
10.0475, 8.1136e-14
10.055, 8.0878e-14
10.0625, 8.0879e-14
10.07, 8.0622e-14
10.0776, 8.0366e-14
10.0851, 8.0367e-14
10.0926, 8.0111e-14
10.1001, 8.0112e-14
10.1077, 7.9858e-14
10.1152, 7.9604e-14
10.1228, 7.9605e-14
10.1303, 7.9352e-14
10.1379, 7.9352e-14
10.1455, 7.9353e-14
10.1455, 7.91e-14
10.153, 7.8849e-14
10.1606, 7.885e-14
10.1682, 7.8599e-14
10.1758, 7.835e-14
10.1834, 7.835e-14
10.191, 7.8101e-14
10.1985, 7.7853e-14
10.2062, 7.7854e-14
10.2138, 7.7607e-14
10.2214, 7.7607e-14
10.2291, 7.7608e-14
10.2367, 7.7361e-14
10.2444, 7.7362e-14
10.2444, 7.7116e-14
10.252, 7.6871e-14
10.2597, 7.6871e-14
10.2673, 7.6627e-14
10.2673, 7.6383e-14
10.275, 7.6384e-14
10.2826, 7.6141e-14
10.2903, 7.5899e-14
10.298, 7.59e-14
10.3057, 7.5901e-14
10.3134, 7.5659e-14
10.3211, 7.566e-14
10.3211, 7.5419e-14
10.3288, 7.518e-14
10.3365, 7.518e-14
10.3442, 7.4941e-14
10.3442, 7.4703e-14
10.3519, 7.4703e-14
10.3597, 7.4466e-14
10.3674, 7.4467e-14
10.3674, 7.4229e-14
10.3751, 7.3994e-14
10.3829, 7.3994e-14
10.3906, 7.3759e-14
10.3906, 7.3524e-14
10.3984, 7.3525e-14
10.4061, 7.3291e-14
10.4139, 7.3292e-14
10.4217, 7.3293e-14
10.4295, 7.306e-14
10.4373, 7.2828e-14
10.445, 7.2596e-14
10.4527, 7.2597e-14
10.4606, 7.2366e-14
10.4685, 7.2136e-14
10.4763, 7.1907e-14
10.4841, 7.1908e-14
10.4919, 7.1679e-14
10.4997, 7.1452e-14
10.5076, 7.1225e-14
10.5154, 7.1225e-14
10.5232, 7.0999e-14
10.5311, 7.0774e-14
10.539, 7.0549e-14
10.5469, 7.0325e-14
10.5547, 7.0325e-14
10.5626, 7.0102e-14
10.5705, 6.9879e-14
10.5784, 6.9657e-14
10.5863, 6.9658e-14
10.5941, 6.9437e-14
10.6021, 6.9216e-14
10.6099, 6.8996e-14
10.6179, 6.8777e-14
10.6258, 6.8778e-14
10.6338, 6.8559e-14
10.6417, 6.8341e-14
10.6497, 6.8124e-14
10.6576, 6.8125e-14
10.6656, 6.7908e-14
10.6735, 6.7693e-14
10.6815, 6.7478e-14
10.6895, 6.7263e-14
10.6974, 6.7264e-14
10.7054, 6.705e-14
10.7134, 6.6837e-14
10.7214, 6.6625e-14
10.7294, 6.6413e-14
10.7374, 6.6414e-14
10.7454, 6.6203e-14
10.7534, 6.5993e-14
10.7614, 6.5783e-14
10.7694, 6.5574e-14
10.7776, 6.5575e-14
10.7856, 6.5366e-14
10.7936, 6.5159e-14
10.8016, 6.4952e-14
10.8098, 6.4745e-14
10.8178, 6.4746e-14
10.8258, 6.454e-14
10.834, 6.4335e-14
10.842, 6.4131e-14
10.8502, 6.3927e-14
10.8582, 6.3928e-14
10.8664, 6.3725e-14
10.8745, 6.3522e-14
10.8826, 6.332e-14
10.8907, 6.3119e-14
10.8989, 6.312e-14
10.907, 6.2919e-14
10.9152, 6.2719e-14
10.9233, 6.252e-14
10.9315, 6.2322e-14
10.9396, 6.2322e-14
10.9478, 6.2124e-14
10.956, 6.1927e-14
10.9641, 6.173e-14
10.9723, 6.1731e-14
10.9805, 6.1534e-14
10.9887, 6.1339e-14
10.9969, 6.1144e-14
11.0051, 6.095e-14
11.0133, 6.095e-14
11.0215, 6.0757e-14
11.0298, 6.0564e-14
11.038, 6.0371e-14
11.0462, 6.018e-14
11.0545, 5.9988e-14
11.0627, 5.9798e-14
11.071, 5.9798e-14
11.0793, 5.9608e-14
11.0875, 5.9419e-14
11.0958, 5.923e-14
11.1041, 5.9042e-14
11.1124, 5.8855e-14
11.1207, 5.8668e-14
11.129, 5.8668e-14
11.1373, 5.8482e-14
11.1456, 5.8296e-14
11.1539, 5.8111e-14
11.1622, 5.7926e-14
11.1706, 5.7742e-14
11.1789, 5.7559e-14
11.1873, 5.7376e-14
11.1956, 5.7377e-14
11.204, 5.7194e-14
11.2123, 5.7013e-14
11.2207, 5.6832e-14
11.2291, 5.6651e-14
11.2375, 5.6471e-14
11.2459, 5.6292e-14
11.2542, 5.6113e-14
11.2626, 5.6113e-14
11.2711, 5.5935e-14
11.2795, 5.5757e-14
11.2879, 5.558e-14
11.2963, 5.5404e-14
11.3047, 5.5228e-14
11.3132, 5.5052e-14
11.3216, 5.4877e-14
11.3301, 5.4703e-14
11.3385, 5.4704e-14
11.347, 5.453e-14
11.3555, 5.4357e-14
11.3639, 5.4184e-14
11.3724, 5.4012e-14
11.3809, 5.384e-14
11.3894, 5.3669e-14
11.3979, 5.3499e-14
11.4064, 5.3329e-14
11.4149, 5.3159e-14
11.4235, 5.316e-14
11.432, 5.2991e-14
11.4405, 5.2823e-14
11.4491, 5.2655e-14
11.4576, 5.2488e-14
11.4662, 5.2321e-14
11.4747, 5.2155e-14
11.4833, 5.1989e-14
11.4919, 5.1824e-14
11.5004, 5.1659e-14
11.509, 5.1495e-14
11.5175, 5.1332e-14
11.5262, 5.1168e-14
11.5348, 5.1006e-14
11.5434, 5.0844e-14
11.552, 5.0682e-14
11.5607, 5.0521e-14
11.5693, 5.0361e-14
11.5779, 5.0201e-14
11.5866, 5.0042e-14
11.5952, 4.9883e-14
11.6038, 4.9724e-14
11.6125, 4.9566e-14
11.6212, 4.9409e-14
11.6299, 4.9252e-14
11.6385, 4.9095e-14
11.6473, 4.8939e-14
11.6559, 4.8784e-14
11.6646, 4.8629e-14
11.6734, 4.8474e-14
11.6821, 4.832e-14
11.6907, 4.8321e-14
11.6907, 4.8167e-14
11.6995, 4.8167e-14
11.6995, 4.8014e-14
11.7082, 4.8014e-14
11.7082, 4.7861e-14
11.717, 4.7862e-14
11.717, 4.7709e-14
11.7257, 4.771e-14
11.7257, 4.7558e-14
11.7345, 4.7558e-14
11.7345, 4.7407e-14
11.7431, 4.7407e-14
11.7431, 4.7256e-14
11.752, 4.7257e-14
11.752, 4.7106e-14
11.7608, 4.7107e-14
11.7608, 4.6956e-14
11.7696, 4.6957e-14
11.7696, 4.6807e-14
11.7783, 4.6808e-14
11.7783, 4.6659e-14
11.7871, 4.6659e-14
11.7871, 4.651e-14
11.7959, 4.6511e-14
11.8047, 4.6363e-14
11.8136, 4.6216e-14
11.8224, 4.6069e-14
11.8312, 4.5923e-14
11.8399, 4.5923e-14
11.8489, 4.5923e-14
11.8577, 4.5778e-14
11.8666, 4.5632e-14
11.8754, 4.5487e-14
11.8843, 4.5343e-14
11.8932, 4.5199e-14
11.902, 4.5055e-14
11.902, 4.4912e-14
11.902, 4.4769e-14
11.9109, 4.4769e-14
11.9109, 4.4626e-14
11.9198, 4.4627e-14
11.9198, 4.4485e-14
11.9287, 4.4485e-14
11.9287, 4.4343e-14
11.9376, 4.4344e-14
11.9376, 4.4202e-14
11.9465, 4.4203e-14
11.9465, 4.4062e-14
11.9554, 4.4062e-14
11.9554, 4.3922e-14
11.9644, 4.3922e-14
11.9644, 4.3783e-14
11.9733, 4.3783e-14
11.9733, 4.3643e-14
11.9733, 4.3504e-14
11.9822, 4.3505e-14
11.9822, 4.3366e-14
11.9912, 4.3229e-14
12.0001, 4.3091e-14
12.0091, 4.2954e-14
12.0181, 4.2818e-14
12.027, 4.2682e-14
12.036, 4.2546e-14
12.045, 4.2411e-14
12.054, 4.2276e-14
12.054, 4.2142e-14
12.063, 4.2008e-14
12.063, 4.1874e-14
12.072, 4.1741e-14
12.081, 4.1609e-14
12.09, 4.1476e-14
12.099, 4.1345e-14
12.1081, 4.1213e-14
12.1171, 4.1082e-14
12.1262, 4.0952e-14
12.1352, 4.0822e-14
12.1443, 4.0692e-14
12.1533, 4.0563e-14
12.1623, 4.0434e-14
12.1715, 4.0306e-14
12.1806, 4.0178e-14
12.1897, 4.005e-14
12.1988, 3.9923e-14
12.2079, 3.9796e-14
12.217, 3.9669e-14
12.2261, 3.9543e-14
12.2352, 3.9418e-14
12.2444, 3.9293e-14
12.2535, 3.9168e-14
12.2626, 3.9043e-14
12.2718, 3.8919e-14
12.281, 3.8796e-14
12.2901, 3.8673e-14
12.2993, 3.8673e-14
12.3085, 3.8673e-14
12.3176, 3.855e-14
12.3269, 3.8428e-14
12.3361, 3.8306e-14
12.3453, 3.8184e-14
12.3545, 3.8063e-14
12.3637, 3.7942e-14
12.3729, 3.7821e-14
12.3822, 3.7701e-14
12.3914, 3.7581e-14
12.4007, 3.7462e-14
12.4007, 3.7343e-14
12.4007, 3.7224e-14
12.4099, 3.7224e-14
12.4099, 3.7106e-14
12.4192, 3.7106e-14
12.4192, 3.6988e-14
12.4285, 3.6988e-14
12.4285, 3.687e-14
12.4377, 3.6871e-14
12.4377, 3.6753e-14
12.447, 3.6753e-14
12.447, 3.6636e-14
12.4563, 3.6637e-14
12.4563, 3.652e-14
12.4656, 3.652e-14
12.4656, 3.6404e-14
12.4656, 3.6288e-14
12.4656, 3.6173e-14
12.4748, 3.6058e-14
12.4842, 3.5943e-14
12.4935, 3.5829e-14
12.5029, 3.5715e-14
12.5122, 3.5602e-14
12.5215, 3.5489e-14
12.5215, 3.5376e-14
12.5309, 3.5263e-14
12.5402, 3.5151e-14
12.5495, 3.5039e-14
12.559, 3.4928e-14
12.5684, 3.4817e-14
12.5777, 3.4707e-14
12.5871, 3.4596e-14
12.5871, 3.4486e-14
12.5965, 3.4377e-14
12.6059, 3.4267e-14
12.6153, 3.4159e-14
12.6247, 3.405e-14
12.6341, 3.3942e-14
12.6436, 3.3834e-14
12.653, 3.3727e-14
12.653, 3.3619e-14
12.6625, 3.3512e-14
12.6719, 3.3406e-14
12.6814, 3.33e-14
12.6909, 3.3194e-14
12.7003, 3.3089e-14
12.7098, 3.2984e-14
12.7098, 3.2879e-14
12.7193, 3.2774e-14
12.7288, 3.267e-14
12.7383, 3.2566e-14
12.7478, 3.2463e-14
12.7572, 3.236e-14
12.7572, 3.2257e-14
12.7669, 3.2154e-14
12.7764, 3.2052e-14
12.7859, 3.195e-14
12.7955, 3.1849e-14
12.805, 3.1748e-14
12.8146, 3.1647e-14
12.8146, 3.1546e-14
12.8241, 3.1446e-14
12.8336, 3.1346e-14
12.8433, 3.1246e-14
12.8529, 3.1147e-14
12.8625, 3.1048e-14
12.8625, 3.0949e-14
12.8721, 3.0851e-14
12.8817, 3.0753e-14
12.8913, 3.0655e-14
12.9009, 3.0558e-14
12.9106, 3.0461e-14
12.9106, 3.0364e-14
12.9202, 3.0267e-14
12.9298, 3.0171e-14
12.9395, 3.0075e-14
12.9491, 2.998e-14
12.9491, 2.9884e-14
12.9588, 2.9789e-14
12.9685, 2.9695e-14
12.9782, 2.96e-14
12.9879, 2.9506e-14
12.9975, 2.9413e-14
12.9976, 2.9319e-14
13.0073, 2.9226e-14
13.017, 2.9133e-14
13.0267, 2.904e-14
13.0364, 2.8948e-14
13.0364, 2.8856e-14
13.0461, 2.8764e-14
13.0559, 2.8673e-14
13.0656, 2.8582e-14
13.0754, 2.8491e-14
13.0754, 2.84e-14
13.0851, 2.831e-14
13.0949, 2.822e-14
13.1047, 2.8131e-14
13.1145, 2.8041e-14
13.1145, 2.7952e-14
13.1242, 2.7863e-14
13.134, 2.7775e-14
13.1438, 2.7686e-14
13.1537, 2.7598e-14
13.1537, 2.7511e-14
13.1635, 2.7423e-14
13.1733, 2.7336e-14
13.1831, 2.7249e-14
13.193, 2.7163e-14
13.193, 2.7076e-14
13.2028, 2.699e-14
13.2127, 2.6904e-14
13.2225, 2.6819e-14
13.2225, 2.6734e-14
13.2324, 2.6649e-14
13.2423, 2.6564e-14
13.2522, 2.648e-14
13.2621, 2.6395e-14
13.2621, 2.6311e-14
13.272, 2.6228e-14
13.2819, 2.6145e-14
13.2918, 2.6061e-14
13.2918, 2.5978e-14
13.3017, 2.5896e-14
13.3115, 2.5814e-14
13.3216, 2.5732e-14
13.3315, 2.565e-14
13.3315, 2.5568e-14
13.3415, 2.5487e-14
13.3514, 2.5406e-14
13.3614, 2.5325e-14
13.3614, 2.5245e-14
13.3714, 2.5165e-14
13.3814, 2.5085e-14
13.3914, 2.5005e-14
13.3914, 2.4925e-14
13.4013, 2.4846e-14
13.4114, 2.4767e-14
13.4214, 2.4689e-14
13.4314, 2.461e-14
13.4314, 2.4532e-14
13.4414, 2.4454e-14
13.4514, 2.4376e-14
13.4615, 2.4299e-14
13.4615, 2.4221e-14
13.4715, 2.4144e-14
13.4816, 2.4068e-14
13.4917, 2.3991e-14
13.4917, 2.3915e-14
13.5017, 2.3839e-14
13.5118, 2.3763e-14
13.5219, 2.3688e-14
13.5219, 2.3612e-14
13.532, 2.3537e-14
13.5421, 2.3462e-14
13.5522, 2.3388e-14
13.5522, 2.3313e-14
13.5623, 2.3239e-14
13.5724, 2.3166e-14
13.5826, 2.3092e-14
13.5826, 2.3018e-14
13.5927, 2.2945e-14
13.6029, 2.2872e-14
13.613, 2.28e-14
13.613, 2.2727e-14
13.6232, 2.2727e-14
13.6333, 2.2655e-14
13.6333, 2.2583e-14
13.6435, 2.2511e-14
13.6537, 2.2511e-14
13.6537, 2.244e-14
13.6639, 2.2368e-14
13.6741, 2.2297e-14
13.6843, 2.2227e-14
13.6843, 2.2156e-14
13.6945, 2.2085e-14
13.7046, 2.2086e-14
13.7046, 2.2015e-14
13.7149, 2.1945e-14
13.7252, 2.1876e-14
13.7252, 2.1806e-14
13.7252, 2.1736e-14
13.7355, 2.1667e-14
13.7457, 2.1668e-14
13.756, 2.1599e-14
13.7662, 2.153e-14
13.7765, 2.1462e-14
13.7868, 2.1394e-14
13.7868, 2.1325e-14
13.7971, 2.1258e-14
13.8074, 2.119e-14
13.8176, 2.1123e-14
13.8176, 2.1056e-14
13.8279, 2.0989e-14
13.8279, 2.0922e-14
13.8383, 2.0922e-14
13.8383, 2.0855e-14
13.8487, 2.0789e-14
13.859, 2.0723e-14
13.859, 2.0657e-14
13.8693, 2.0657e-14
13.8797, 2.0592e-14
13.8797, 2.0526e-14
13.8901, 2.0461e-14
13.9003, 2.0396e-14
13.9108, 2.0331e-14
13.9108, 2.0266e-14
13.9212, 2.0202e-14
13.9316, 2.0202e-14
13.9316, 2.0138e-14
13.9316, 2.0074e-14
13.942, 2.001e-14
13.9524, 1.9946e-14
13.9524, 1.9883e-14
13.9628, 1.982e-14
13.9731, 1.9757e-14
13.9837, 1.9694e-14
13.9837, 1.9631e-14
13.9941, 1.9569e-14
14.0045, 1.9507e-14
14.015, 1.9445e-14
14.015, 1.9383e-14
14.0255, 1.9321e-14
14.0359, 1.926e-14
14.0464, 1.9199e-14
14.0464, 1.9138e-14
14.0569, 1.9077e-14
14.0674, 1.9016e-14
14.0779, 1.8956e-14
14.0779, 1.8895e-14
14.0884, 1.8835e-14
14.0989, 1.8776e-14
14.1094, 1.8716e-14
14.1094, 1.8656e-14
14.12, 1.8597e-14
14.1305, 1.8538e-14
14.1411, 1.8479e-14
14.1411, 1.842e-14
14.1516, 1.8362e-14
14.1622, 1.8303e-14
14.1727, 1.8245e-14
14.1727, 1.8187e-14
14.1833, 1.8129e-14
14.1939, 1.8072e-14
14.2045, 1.8014e-14
14.2045, 1.7957e-14
14.2151, 1.79e-14
14.2257, 1.7843e-14
14.2257, 1.7786e-14
14.2363, 1.773e-14
14.2469, 1.7673e-14
14.2576, 1.7617e-14
14.2576, 1.7561e-14
14.2682, 1.7505e-14
14.2789, 1.745e-14
14.2789, 1.7394e-14
14.2896, 1.7339e-14
14.3002, 1.7284e-14
14.3109, 1.7229e-14
14.3109, 1.7174e-14
14.3216, 1.712e-14
14.3323, 1.7065e-14
14.343, 1.7011e-14
14.343, 1.6957e-14
14.3537, 1.6957e-14
14.3537, 1.6903e-14
14.3537, 1.6849e-14
14.3537, 1.6796e-14
14.3644, 1.6742e-14
14.3751, 1.6742e-14
14.3751, 1.6689e-14
14.3858, 1.6689e-14
14.3858, 1.6636e-14
14.3858, 1.6583e-14
14.3966, 1.653e-14
14.4073, 1.653e-14
14.4073, 1.6478e-14
14.4181, 1.6478e-14
14.4181, 1.6425e-14
14.4181, 1.6373e-14
14.4289, 1.6321e-14
14.4396, 1.6269e-14
14.4396, 1.6217e-14
14.4504, 1.6166e-14
14.4612, 1.6115e-14
14.472, 1.6063e-14
14.472, 1.6012e-14
14.4828, 1.5961e-14
14.4936, 1.5911e-14
14.5044, 1.586e-14
14.5044, 1.581e-14
14.5152, 1.5759e-14
14.5261, 1.5709e-14
14.5369, 1.5659e-14
14.5478, 1.561e-14
14.5478, 1.556e-14
14.5586, 1.5511e-14
14.5695, 1.5461e-14
14.5804, 1.5412e-14
14.5804, 1.5363e-14
14.5913, 1.5314e-14
14.6021, 1.5266e-14
14.6131, 1.5217e-14
14.624, 1.5169e-14
14.624, 1.5121e-14
14.6349, 1.5073e-14
14.6458, 1.5025e-14
14.6566, 1.4977e-14
14.6566, 1.4929e-14
14.6677, 1.4882e-14
14.6785, 1.4835e-14
14.6896, 1.4787e-14
14.7006, 1.474e-14
14.7006, 1.4693e-14
14.7115, 1.4647e-14
14.7225, 1.46e-14
14.7335, 1.4554e-14
14.7445, 1.4508e-14
14.7445, 1.4461e-14
14.7555, 1.4416e-14
14.7665, 1.437e-14
14.7774, 1.4324e-14
14.7886, 1.4279e-14
14.7886, 1.4233e-14
14.7995, 1.4188e-14
14.8107, 1.4143e-14
14.8216, 1.4098e-14
14.8328, 1.4053e-14
14.8328, 1.4008e-14
14.8439, 1.3964e-14
14.8549, 1.392e-14
14.866, 1.3875e-14
14.8771, 1.3831e-14
14.8771, 1.3787e-14
14.8881, 1.3743e-14
14.8993, 1.37e-14
14.9104, 1.3656e-14
14.9216, 1.3613e-14
14.9327, 1.357e-14
14.9327, 1.3526e-14
14.9439, 1.3483e-14
14.955, 1.3441e-14
14.9662, 1.3398e-14
14.9774, 1.3355e-14
14.9885, 1.3313e-14
14.9885, 1.327e-14
14.9997, 1.3228e-14
15.0109, 1.3186e-14
15.0221, 1.3144e-14
15.0334, 1.3103e-14
15.0446, 1.3061e-14
15.0558, 1.302e-14
15.0558, 1.2978e-14
15.067, 1.2937e-14
15.0783, 1.2896e-14
15.0895, 1.2855e-14
15.1008, 1.2814e-14
15.1121, 1.2773e-14
15.1234, 1.2733e-14
15.1234, 1.2692e-14
15.1347, 1.2652e-14
15.1459, 1.2612e-14
15.1573, 1.2572e-14
15.1686, 1.2532e-14
15.1799, 1.2492e-14
15.1912, 1.2452e-14
15.1912, 1.2413e-14
15.2026, 1.2373e-14
15.2139, 1.2334e-14
15.2253, 1.2295e-14
15.2366, 1.2256e-14
15.248, 1.2217e-14
15.2594, 1.2178e-14
15.2708, 1.2139e-14
15.2708, 1.21e-14
15.2822, 1.2062e-14
15.2936, 1.2024e-14
15.305, 1.1986e-14
15.3164, 1.1947e-14
15.3279, 1.191e-14
15.3393, 1.1872e-14
15.3508, 1.1834e-14
15.3622, 1.1796e-14
15.3622, 1.1759e-14
15.3737, 1.1721e-14
15.3852, 1.1684e-14
15.3966, 1.1647e-14
15.4081, 1.161e-14
15.4196, 1.1573e-14
15.4311, 1.1536e-14
15.4426, 1.15e-14
15.4542, 1.1463e-14
15.4657, 1.1427e-14
15.4773, 1.1391e-14
15.4773, 1.1354e-14
15.4888, 1.1318e-14
15.5004, 1.1282e-14
15.512, 1.1246e-14
15.5234, 1.1211e-14
15.5351, 1.1175e-14
15.5467, 1.114e-14
15.5583, 1.1104e-14
15.5699, 1.1069e-14
15.5816, 1.1034e-14
15.5932, 1.0999e-14
15.6048, 1.0964e-14
15.6165, 1.0929e-14
15.628, 1.0894e-14
15.6398, 1.086e-14
15.6515, 1.0825e-14
15.6632, 1.0791e-14
15.6749, 1.0791e-14
15.6865, 1.0791e-14
15.6865, 1.0757e-14
15.6983, 1.0757e-14
15.6983, 1.0722e-14
15.71, 1.0723e-14
15.71, 1.0688e-14
15.7217, 1.0688e-14
15.7217, 1.0654e-14
15.7334, 1.0654e-14
15.7334, 1.0621e-14
