-1.1951, -6.4567
-1.1951, -6.4797
-1.1672, -6.5026
-1.1672, -6.5255
-1.1392, -6.5485
-1.1392, -6.5714
-1.1112, -6.5944
-1.1112, -6.6173
-1.1112, -6.6402
-1.0832, -6.6402
-1.0832, -6.6632
-1.0832, -6.6861
-1.0552, -6.709
-1.0552, -6.732
-1.0272, -6.755
-1.0272, -6.7779
-1.0272, -6.8008
-0.9992, -6.8237
-0.9992, -6.8467
-0.9992, -6.8697
-0.9713, -6.8925
-0.9713, -6.9155
-0.9433, -6.9155
-0.9433, -6.9385
-0.9433, -6.9614
-0.9153, -6.9844
-0.9153, -7.0073
-0.8873, -7.0302
-0.8873, -7.0532
-0.8873, -7.0761
-0.8594, -7.0991
-0.8594, -7.1219
-0.8594, -7.1449
-0.8314, -7.1679
-0.8314, -7.1908
-0.8034, -7.1908
-0.8034, -7.2138
-0.8034, -7.2367
-0.7753, -7.2596
-0.7753, -7.2826
-0.7473, -7.3054
-0.7473, -7.3285
-0.7473, -7.3514
-0.7194, -7.3743
-0.7194, -7.3973
-0.7194, -7.4202
-0.6915, -7.4432
-0.6915, -7.4661
-0.6635, -7.4891
-0.6635, -7.512
-0.6355, -7.5349
-0.6355, -7.5579
-0.6355, -7.5808
-0.6075, -7.6038
-0.6075, -7.6267
-0.5795, -7.6496
-0.5795, -7.6726
-0.5795, -7.6955
-0.5514, -7.7185
-0.5514, -7.7414
-0.5236, -7.7643
-0.5236, -7.7873
-0.4956, -7.8102
-0.4956, -7.8332
-0.4956, -7.8561
-0.4676, -7.879
-0.4676, -7.902
-0.4396, -7.9249
-0.4396, -7.9479
-0.4396, -7.9708
-0.4116, -7.9708
-0.4116, -7.9937
-0.4116, -8.0167
-0.3837, -8.0396
-0.3837, -8.0626
-0.3557, -8.0855
-0.3557, -8.1084
-0.3557, -8.1314
-0.3277, -8.1543
-0.3277, -8.1773
-0.3277, -8.2002
-0.2997, -8.2231
-0.2997, -8.2461
-0.2717, -8.269
-0.2717, -8.292
-0.2437, -8.3149
-0.2437, -8.3378
-0.2437, -8.3608
-0.2158, -8.3837
-0.2158, -8.4067
-0.1878, -8.4296
-0.1878, -8.4526
-0.1878, -8.4755
-0.1598, -8.4984
-0.1598, -8.5213
-0.1598, -8.5443
-0.1318, -8.5443
-0.1318, -8.5673
-0.1038, -8.5901
-0.1038, -8.6131
-0.1038, -8.636
-0.0758, -8.659
-0.0758, -8.682
-0.0479, -8.7048
-0.0479, -8.7278
-0.0479, -8.7508
-0.0199, -8.7737
-0.0199, -8.7967
-0.0199, -8.8195
8.1001e-3, -8.8425
8.1001e-3, -8.8655
8.1001e-3, -8.8883
0.0361, -8.9114
0.0361, -8.9343
0.0361, -8.9572
0.0361, -8.9802
0.0641, -9.0031
0.0641, -9.0261
0.0641, -9.049
0.0641, -9.0719
0.092, -9.0949
0.092, -9.1178
0.092, -9.1408
0.092, -9.1637
0.12, -9.1867
0.12, -9.2096
0.12, -9.2325
0.148, -9.2555
0.148, -9.2784
0.148, -9.3014
0.148, -9.3243
0.148, -9.3472
0.176, -9.3702
0.176, -9.3931
0.176, -9.4161
0.176, -9.439
0.204, -9.4619
0.204, -9.4849
0.204, -9.5078
0.204, -9.5308
0.232, -9.5537
0.232, -9.5766
0.232, -9.5996
0.232, -9.6225
0.2599, -9.6455
0.2599, -9.6684
0.2599, -9.6913
0.2599, -9.7143
0.2599, -9.7372
0.2879, -9.7602
0.2879, -9.7831
0.2879, -9.806
0.2879, -9.829
0.3159, -9.8519
0.3159, -9.8749
0.3159, -9.8978
0.3159, -9.9207
0.3439, -9.9437
0.3439, -9.9666
0.3439, -9.9896
0.3439, -10.0125
0.3719, -10.0125
0.3719, -10.0355
0.3719, -10.0584
0.3719, -10.0813
0.3999, -10.1043
0.3999, -10.1272
0.3999, -10.1502
0.3999, -10.1731
0.3999, -10.196
0.4278, -10.219
0.4278, -10.2419
0.4278, -10.2649
0.4278, -10.2878
0.4558, -10.3107
0.4558, -10.3336
0.4558, -10.3566
0.4558, -10.3796
0.4838, -10.4025
0.4838, -10.4254
0.4838, -10.4484
0.4838, -10.4713
0.5118, -10.4943
0.5118, -10.5171
0.5118, -10.5401
0.5118, -10.5631
0.5118, -10.5859
0.5398, -10.609
0.5398, -10.6319
0.5398, -10.6548
0.5398, -10.6778
0.5676, -10.7006
0.5676, -10.7237
0.5676, -10.7466
0.5676, -10.7696
0.5957, -10.7925
0.5957, -10.8154
0.5957, -10.8384
0.6237, -10.8613
0.6237, -10.8843
0.6237, -10.9072
0.6237, -10.9301
0.6517, -10.9531
0.6517, -10.976
0.6517, -10.999
0.6517, -11.0219
0.6517, -11.0448
0.6797, -11.0678
0.6797, -11.0907
0.6797, -11.1137
0.6797, -11.1366
0.7077, -11.1595
0.7077, -11.1825
0.7077, -11.2054
0.7077, -11.2284
0.7356, -11.2513
0.7356, -11.2742
0.7356, -11.2972
0.7356, -11.3201
0.7635, -11.3431
0.7635, -11.366
0.7635, -11.3889
0.7635, -11.4119
0.7635, -11.4348
0.7915, -11.4578
0.7915, -11.4807
0.7915, -11.5036
0.7915, -11.5266
0.8195, -11.5495
0.8195, -11.5725
0.8195, -11.5954
0.8476, -11.6183
0.8476, -11.6413
0.8476, -11.6642
0.8476, -11.6872
0.8756, -11.7101
0.8756, -11.733
0.8756, -11.756
0.8756, -11.7789
0.9035, -11.8018
0.9035, -11.8248
0.9035, -11.8477
